# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
BY;Josef Mayerhöfer;Bahnhofstraße 40;92670 Windischeschenbach;;BY 30091;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Josef Oberberger;Tannenstraße 18;86911 Dießen a.Ammersee;;BY 10701;;;;;;;;;fG;;wL, wU, wG, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Josef Rauch GbR;Forstseeon 2;85614 Kirchseeon;;BY 10297;;;;;B, O, P, C;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Josef Reisinger;Rudersdorf 8;93170 Bernhardswald;;BY 30313;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Peter Reßl;Dorfstraße 7;83671 Benediktbeuern;;BY 10393;;;;;B, P;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Gerhard Sander;Hauptstrasse 57;84088 Neufahrn;;BY 20216;;;;;B, O, P;B, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Josef Schnell;Gerolsbacherstraße 10a;86529 Schrobenhausen;;BY 10366;;;;;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Barbara Seitz;Gautinger Weg 11;82065 Baierbrunn;;BY 10270;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Jochen Schmid;Luitprandstraße 2;89567 Sontheim;;BW 13005;;;;;;B, P, S, O;;A;;;;wU;B, P, wU;B, P, wU, S, A, O;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei und Partyservice Mauch;Talstraße 6;72362 Nusplingen;;BW 77015;;;;;B, P, O, C;B, P, O, C;;;fG;fG;wU;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Ehehalt;Alte Friedhofstraße 18;68799 Reilingen;;BW 36013;;;;;;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Erb OHG;Pfarrgasse 2;77963 Schwanau;;BW 54007;;;;;B, P;B, P;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Erhard;Römerstraße 7;73479 Ellwangen OT Pfahlheim;;BW 18003;;;;;B, O, P, C, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Fechner;Pfalzstr. 8;71735 Eberdingen-Nussdorf;;BW 16006;;;;;B, P;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Fleischwaren Maier;Schloßackerstraße 2;72379 Hechingen;;BW 77050;;;;;;B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Frank;Gaisbeurer Straße 9;88339 Bad Waldsee ;;BW 73025;;;;;B, P, O;B, P;L;;;;;;B, P;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Frank Vollmer;Charlottenstraße 9;72805 Lichtenstein OT Unterhausen;;BW 74008;;;;;B, P, O;B, P, O;;;;;;;;B, P, O;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Freude, Rosemarie Freude;Südstraße 5;74532 Ilshofen OT Ruppertshofen;;BW 20217;;;;;B, P, O, C;B, P, O, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Ruesch, Rolf;Grienerstraße 16;79346 Endingen;;BW 51008;;;;;B, P;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Sabine Bucher;Wielandstraße 7;88480 Oberholzheim;;BW 07510;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Sabine Horn;Kropbach 1;79219 Staufen OT Grunern;;BW 08052;;;;;;;;;;;;;;;;;;;;;;;;;;B, C;;;;;;;;;;;;;;;;;;
BW;Samariterstift Grafeneck;Grafeneck 1;72532 Gomadingen;;BW 07525;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Samariterstift Obersontheim;Gaildorfer Straße 31;74423 Obersontheim;;BW 20012;;;;;;;;;;;;;;;;mp;;;;;;;;;;S, B, O, C;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BW;Gürkale Dönerproduktion;Ziegelfeldstraße 36;73563 Mögglingen;;BW 18123;;;;;;;;;;;;;;B, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schäferei Erhardt;Lange Str. 8;73495 Stödtlen OT Birkenzell;;BW 18013;;;;;O;;;;;;wU;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schäferei Geiger GbR;Hohenstein 1;74206 Bad Wimpfen;;BW 14044;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schäferei Martin Ernst;Wiesenstraße 5;74255 Roigheim;;BW 14025;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schäferei Steinle;Austraße 4/1;74360 Ilsfeld;;BW 14015;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schäferei Württemberger;Hauptstraße 5;74248  Ellhofen;;BW 14037;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schäferei/Schlachtstätte Ruth Häckh;Kehrweg 22;89567 Sontheim;;BW 13008;;;;;C, O;C, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schaut - Zeit für das B'sondere;Holzbachstraße 10;88515 Andelfingen;;BW 07024;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BW;Schlacht- und Zerlegebetrieb Steinhart;Im Städtle 65;72519 Veringenstadt;;BW 75001;;;;;;;;;R;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachtanlage Dürrenmettstetten;Dorfstraße 23;72172 Sulz a. N. OT Dürrenmettstetten;;BW 55041;;;;;B, P;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachtstätte Lang;Dorfstr. 42;73453 Abtsgmünd OT Leinroden;;BW 18039;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Spanferkel Maigler GbR;Sankt-Moritz-Straße  18;89584 Ehingen OT Blienshofen;;BW 70037;;;;;B, O, P;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachterei Manfred Ilg;Mühlweiherweg 6;74579 Fichtenau OT Oberdeufstetten;;BW 20236;;;;;B, P, O, C;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthaus Eggingen;Bürgerstraße 7;79805 Eggingen;;BW 58022;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Dieter Rose;Lensergasse 4;96145 Seßlach / OT Dietersdorf;;BY 40214;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Dieter und Daniel Kolb und Frau Susanne Kolb in GbR;Oberobsang 2;95445 Bayreuth;;BY 40253;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Direktvermarkter Werner Sauer;Werntalstraße 23;97450 Arnstein;;BY 60287;;;;;O, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Angelika und Karl Merkenschlager;Hauslach 13;91166 Georgensgmünd;;BY 50198;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karl- Heinz Brendel;Marktstraße  21;95473 Creußen OT Lindenhardt;;BY 40198;;;;;P, B;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Wurstmichel, Fleisch und Wurst;Bullenheim 7;97258 Ippesheim;;BY 50421;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Friedrich Kühn;Hürnheimer Straße 2;86720 Nördlingen;;BY 70429;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Steinacker;Obermichelbach 66;91749 Wittelshofen;;BY 50247;;;;;B, C, O, P;B, C, O, P;;;fG;fG;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Heinz Bachmann;Lessau 11;95466 Weidenberg;;BY 40230;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Knörrer;Dorfstraße 12;95473 Creußen;;BY 40236;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Lux;Ellinger Weg 2;91798 Höttingen OT Weiboldshausen;;BY 50427;;;;;B, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Nobert Insenhöfer;Erlachstraße 12;90574 Roßtal-Stöckach;;BY 50024;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Max Philipp, Direktvermarktung;Langengefäll 2a;95466 Kirchenpingarten;;BY 40121;;;;;B, O, P, C;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Roßkopf GmbH;Sonnenleite 7;91189 Rohr OT Leuzdorf;;BY 50128;;;;;;S, B, O, P, C;;A, L;;fG;;wU;;fG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung Scharnagl;Maiersreuth 5;95698 Bad Neualbenreuth;;BY 30494;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Direktvermarktung von Fleisch- und Wurstwaren Düll;Schulstraße 12;91097 Oberreichenbach;;BY 50132;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Wolf Gastro GmbH;Drossenfelder Str. 5;95445 Bayreuth;;BY 40117;;;X;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Donau-Legefarmen GmbH & Co. Eierzeugungs-KG - Farm Geisling;Beim Sägewerk 7;93102 Pfatter;;BY 30502;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Franz Simeth;Obere Hauptstraße 25;85456 Wartenberg;;BY 10163;;;;;B, P;B, P;;;fG;fG;wL, wU, wG, wA;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Spreng GbR;Eichstätter Straße 9;85111 Adelschlag;;BY 10133;;;;;;B;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karin Brehmer;Walkerting 1;83112 Frasdorf;;BY 10102;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Josef und Martina Beck;Staatsstraße 6;83059 Kolbermoor;;BY 17077;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Josef Walbrun;Berg 6;92554 Thanstein;;BY 30191;;;;;O;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Josef Zehetmaier;Witting 2;85625 Baiern;;BY 17080;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Josef Zierer;Hechthof 1;93179 Brennberg;;BY 30369;;;;;O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Joseph Rost;Seulohe 10a;92266 Ensdorf;;BY 30265;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Jürgen Deuerling Fleischhandels-GmbH;Schafweide 10;63762 Großostheim-Ringheim;;BY 60128;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Jürgen Wolfgang Dötz;Ried 14;87477 Sulzberg;;BY 70182;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Kagerer & Co. GmbH;Weißenfelder Straße 6;85622 Feldkirchen;;BY 16001;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karl Balk;Burkhardsrieth 4;92714 Pleystein;;BY 30469;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Gasthaus Ziegelhütte;Ziegelhütte 1;85131 Pollenfeld - Seuversholz;;BY 10178;;;;;P;B, C, O, P, S;;;fG;fG;wA, wL, wU, wG;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karl Dötterl;Beerhof 1;95469 Speichersdorf;;BY 40263;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karl Gerg jun.;Letten 7;83661 Lenggries;;BY 10158;;;;;B;B;;;fG;fG;wG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Florian Markus Mittermaier;Edgarten  1;84140 Gangkofen;;BY 20277;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Karl Obermeier;Schleißdorf 8;92272 Freudenberg;;BY 30038;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karl Reuter;Frankenstraße 5;86744 Hainsfarth;;BY 70386;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Frick GmbH;Bahnhofstraße 13;72505 Krauchenwies;;BW 07019;;;;;;B, P, C, O;;A;;fG;;wU;B, P;B, P, A, fG, wU;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Fritz;Rosenstraße 6;72555 Metzingen OT Neuhausen;;BW 74020;;;;;B, O, P;B, O, P;;;;;wA, wL, wU, wG;wA, wL, wU, wG;S, B, O, P, C;B, O, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Fritz Megerle;Rathausstr. 36;74613 Öhringen;;BW 15012;;;;;;B, P, O;;A;;;;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Fuchs;Hornbergstr. 66/1;73479 Ellwangen OT Eigenzell;;BW 18134;;;;;;P, B;;;;;;;P, B;P, B;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Gaiser;Ellbachstraße 8;72270 Baiersbronn;;BW 32013;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Gayer;Hagenrainstr. 33;71665 Vaihingen-Roßwag;;BW 16206;;;;;;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei zum Rössle;Sulzer Straße 23;72189 Vöhringen;;BW 55031;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Geiwiz;Sontheimer Straße 21;89150 Laichingen;;BW 70035;;;;;B, C, O, P;B, C, O, P;;;;;;;;;;mp;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Gür GmbH;Hauptstraße 28;78052 Villingen-Schwenningen,  OT Tannheim;;BW 56010;;;;;B, P, O;B, P, O;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthaus GmbH Brambach;Brambach 14;78713 Schramberg;;BW 55002;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthaus Kohlstetten;Schulstraße 24;72829 Engstingen OT Kohlstetten;;BW 74012;;;;;P, O, B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthaus Mundelfingen;Wutachstraße 33;78183 Hüfingen, OT Mundelfingen;;BW 56030;;;;;B, O, P, C;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthaus St. Blasien;Im Füllenplatz 3;79837 St. Blasien;;BW 58010;;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthaus Willaringen;Willaringen 18;79736 Rickenbach;;BW 58006;;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthausgemeinschaft Gaisbeuren;St.-Leonhard-Straße 7;88339 Bad Waldsee;;BW 73026;;;;;B, P, C, O;B, P, C, O;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachthof Oberkirch;Stadtmattstr. 2;77704 Oberkirch;;BW 54058;;;;;B, P, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Lober & Schäfer GbR;Auweg  1;74405 Gaildorf OT Ottendorf;;BW 20204;;;;;B, P, O, C;B, P, O, C;;;fG;fG;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachtstätte der Metzgerei Herbert Reinhardt;Schietinger Straße 4;72202 Nagold OT Gündringen;;BW 30003;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachtstätte Eckhard Mönch;Zu den Mühlen 5;75399 Unterreichenbach OT Kapfenbach;;BW 30022;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachtstätte Frank Rüeck;Mainkling 19;74586 Frankenhardt;;BW 20220;;;;;B, P, O, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Landmetzgerei Altvater;Frickenhofer Straße 12;74405 Gaildorf;;BW 20222;;;;;B, O, C, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlachtstätte Xaver Widmann;Kirchstr. 6;73434 Aalen OT Fachsenfeld;;BW 18048;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlegel GmbH Landmetzgerei;Kirchstraße 15;71394 Kernen i. R.;;BW 19107;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schlemmermeisterei Götz;Rheinstraße 62;76479 Steinmauern;;BW 35015;;X;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
BY;Donau-Ries Kliniken und Seniorenheime gKU, Seniorenheim Oettingen;Kellerstraße 15;86732 Oettingen i.Bay.;;BY 70601;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BY;Doßler Naturdarm GmbH;Hauptstraße 38;90616 Neuhof a.d.Zenn;;BY 50100;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Drexl - Hofladen GbR;Josef-Veit-Straße 20;86577 Sielenbach;;BY 70474;;;;;B, O, P, C;B, O, P, C;;;;;;;;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Duracher Schlachthäusle GmbH;Weidacher Straße 30;87471 Durach;;BY 70089;;;;;B, O, P, C;B, O, P, C;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;EDEKA C & C Großmarkt Essenbach;Daimlerstraße 5;84051 Essenbach;;BY 20289;;X;;;;B, P;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;EDEKA C&C Großmarkt Eggenfelden;Schellenbruckplatz 6;84307 Eggenfelden;;BY 20297;;X;;;;B, P;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;EDEKA C&C Großmarkt Straubing;Am Erletacker 5;94315 Straubing;;BY 20298;;X;;;;B, P;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;EDEKA C&C Großmarkt Weilheim;Holzhofstraße 18;82362 Weilheim i.OB;;BY 10374;;X;;;;B, P;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BY;EDEKA C+C Großmarkt Füssen;Hiebeler Straße 41;87629 Füssen;;BY 70541;;;;;;B, P;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;EDEKA C+C Großmarkt Passau;Medienstraße 4;94036 Passau;;BY 20314;;X;;;;B, P;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Eduard Pfleger;Schmied-v.-Kochel-Platz 12;82431 Kochel;;BY 10221;;;;;B, O, P, C;B, O, P, C;;;;;wL, wU, wG, wA;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BY;Eierbetrieb Werner Pösch;Bergstraße 4;95502 Himmelkron;;BY 40075;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Eiergroßhandel Hans Schmid;Gallusberg 6;84169 Altfraunhofen;;BY 20138;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Eierpackstelle Alois Bayer;Dorfstraße 1;89441 Medlingen;;BY 70274;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Eierpackstelle Bernhard Krepold;Leiblachstraße 50;88138 Sigmarszell;;BY 70272;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;22.09.2015;;
BY;Käserei Südamerika;Gstaudach 1;84032 Altdorf;;BY 20089;;;;;;;;;;;;;;;;;;;;;;;;;;B, O, C;;;;;;;;;;;;;;;;;;
BY;Kaspar Wörle;Hauptstraße 23;85259 Wiedenzhausen;;BY 10247;;;;;S;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Maria Magdalena Huber;Hauptstraße 7;85630 Grasbrunn;;BY 10612;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kathrin Schleier GbR;Wasserburger Weg 123;89312 Günzburg;;BY 70309;;;;;C;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Ebrofrost Germany GmbH;Rappenwörthstraße 5;89362 Offingen;;BY 70037;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BY;Kellers Hofladen;Ulmer Straße 20;89346 Bibertal;;BY 70434;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kinderküche Barbara Mehringer, Naturkost Aubing;Altostraße 28;81245 München;;BY 10219;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;X;X;;;;;;;;;;
BY;Klaus Büchler;Hasenauweg 1;86643 Rennertshofen;;BY 10276;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karl Schmidt;Hauptstraße 4;91805 Polsingen;;BY 50428;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Karl Werner;Zur Ödenburg 9;92345 Dietfurt a.d.Altmühl;;BY 30457;;;;;;;;;fG;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Fleischmann Fuchsmühle;Fuchsmühle 1;91161 Hilpoltstein;;BY 50222;;;;;O, P, C;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Klaus Häuslmeir;Keltenstraße 3;85414 Kirchdorf;;BY 10434;;;;;B, O, P, C;B, O, P, C;;;fG;fG;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Klaus Müller;Ahornstraße 9;86741 Ehingen a.Ries;;BY 70568;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Klaus und Markus Volleth GbR;Hüttendorfer Str. 2;91056 Erlangen;;BY 50165;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Metzgerei Kleinheinz GmbH;E.-C.- Baumann Str. 17 a;95326 Kulmbach;;BY 40285;;;;;;B, P, O;;;;;;;;B, P, O;;mp;;X;;;;;;;;B;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;Klinik-Service-SOB GmbH;Högenauer Weg 5;86529 Schrobenhausen;;BY 10389;;;;;;S, B, O, P, C;;A;;;;wL, wU, wG, wA;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
BY;Klinikum Rosenheim;Pettenkoferstraße 10;83022 Rosenheim;;BY 10278;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BW;Linzgauer Landmetzgerei Gerhard Knoll;Oberndorf 3;88634 Herdwangen-Schönach;;BW 75005;;;;;B, C, O, P;B, C, O, P;;;fG, R;fG, R;wL, wU;wL, wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Gerstle;Brackenheimer Straße 51;74363 Güglingen;;BW 14010;;;;;P, B;P, B;;A;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Gleich;Neue Bahnhofstraße 17;68535 Edingen-Neckarhausen;;BW 36059;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Gut;Singener Straße 23;78176 Blumberg;;BW 56006;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Haas;Bahnhofstraße 8;74374 Zaberfeld;;BW 14040;;;;;P, B, O, C;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Häfele GmbH;Hauptstraße 50;74360 Ilsfeld;;BW 01030;;X;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Hans Georg Ehret;Hauptstraße 12/1;72227 Egenhausen;;BW 30014;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Hansjörg Seiffert;Oberdorf 15;72525 Münsingen OT Hundersingen;;BW 74014;;;;;P, O, B;P, O, B;;;;;;;;P, O, B;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
